FID,modern_name,day,month,year,Date_Notes,latitude,longitude,County,notes,Sources,Sou,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,Count,BekyntonMY,BekyntonYM,BekYMD
1184,Woky,8,5,1454,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1454,1454/5,1454/5/8
1185,Woky,2,9,1454,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/2
1186,Woky,6,9,1454,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/6
1187,Woky,7,9,1454,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/7
1188,Woky,16,9,1454,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/16
1189,Woky,17,9,1454,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/17
1190,Woky,19,9,1454,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/19
1191,Woky,5,12,1454,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1454,1454/12,1454/12/5
1192,Woky,6,12,1454,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1454,1454/12,1454/12/6
1193,Woky,19,4,1455,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1455,1455/4,1455/4/19
1194,Woky,29,8,1455,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,Clerk who served the bishop in this act,1,8/1455,1455/8,1455/8/29
1195,Woky,27,10,1455,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1455,1455/10,1455/10/27
1196,Woky,2,11,1455,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1455,1455/11,1455/11/2
1197,Woky,7,11,1455,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1455,1455/11,1455/11/7
1198,Woky,18,11,1455,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1455,1455/11,1455/11/18
1199,Woky,21,11,1455,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1455,1455/11,1455/11/21
1200,Woky,27,11,1455,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1455,1455/11,1455/11/27
1201,Woky,22,2,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1456,1456/2,1456/2/22
1202,Woky,26,2,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1456,1456/2,1456/2/26
1203,Woky,9,3,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1456,1456/3,1456/3/9
1204,Woky,10,3,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1456,1456/3,1456/3/10
1205,Woky,10,3,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1456,1456/3,1456/3/10
1206,Woky,12,3,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1456,1456/3,1456/3/12
1207,Woky,13,4,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1456,1456/4,1456/4/13
1208,Woky,16,4,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1456,1456/4,1456/4/16
1209,Woky,21,4,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1456,1456/4,1456/4/21
1210,Woky,23,4,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1456,1456/4,1456/4/23
1211,Woky,4,5,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1456,1456/5,1456/5/4
1212,Woky,7,6,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1456,1456/6,1456/6/7
1213,Woky,27,6,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1456,1456/6,1456/6/27
1214,Woky,28,6,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1456,1456/6,1456/6/28
1215,Woky,30,6,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1456,1456/6,1456/6/30
1216,Woky,3,7,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1456,1456/7,1456/7/3
1217,Woky,3,7,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1456,1456/7,1456/7/3
1218,Woky,5,7,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1456,1456/7,1456/7/5
1219,Woky,20,8,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1456,1456/8,1456/8/20
1220,Woky,26,8,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1456,1456/8,1456/8/26
1221,Woky,4,9,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1456,1456/9,1456/9/4
1222,Woky,16,10,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1456,1456/10,1456/10/16
1223,Woky,21,10,1456,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1456,1456/10,1456/10/21
1224,Woky,10,3,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1457,1457/3,1457/3/10
1225,Woky,12,3,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1457,1457/3,1457/3/12
1226,Woky,13,3,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1457,1457/3,1457/3/13
1227,Woky,17,3,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,Sir Thomas Brightyever,,1,3/1457,1457/3,1457/3/17
1228,Woky,8,4,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1457,1457/4,1457/4/8
1229,Woky,9,4,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1457,1457/4,1457/4/9
1230,Woky,4,5,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1457,1457/5,1457/5/4
1231,Woky,6,5,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1457,1457/5,1457/5/6
1232,Woky,12,5,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1457,1457/5,1457/5/12
1233,Woky,18,5,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1457,1457/5,1457/5/18
1234,Woky,21,5,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1457,1457/5,1457/5/21
1235,Woky,22,5,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1457,1457/5,1457/5/22
1236,Woky,23,5,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1457,1457/5,1457/5/23
1237,Woky,23,5,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1457,1457/5,1457/5/23
1238,Woky,26,5,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1457,1457/5,1457/5/26
1239,Woky,2,4,1457,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1457,1457/4,1457/4/2
1240,Woky,1,3,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1458,1458/3,1458/3/1
1241,Woky,9,3,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1458,1458/3,1458/3/9
1242,Woky,15,3,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1458,1458/3,1458/3/15
1243,Woky,20,3,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1458,1458/3,1458/3/20
1244,Woky,22,3,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1458,1458/3,1458/3/22
1245,Woky,24,3,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1458,1458/3,1458/3/24
1246,Woky,25,3,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1458,1458/3,1458/3/25
1247,Woky,28,3,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1458,1458/3,1458/3/28
1248,Woky,16,4,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1458,1458/4,1458/4/16
1249,Woky,20,4,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,William Langton,,1,4/1458,1458/4,1458/4/20
1250,Woky,3,8,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,notary-public,1,8/1458,1458/8,1458/8/3
1251,Woky,4,8,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1458,1458/8,1458/8/4
1252,Woky,20,12,1458,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1458,1458/12,1458/12/20
1253,Woky,15,2,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1459,1459/2,1459/2/15
1254,Woky,17,2,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1459,1459/2,1459/2/17
1255,Woky,18,2,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1459,1459/2,1459/2/18
1256,Woky,19,2,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1459,1459/2,1459/2/19
1257,Woky,27,2,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1459,1459/2,1459/2/27
1258,Woky,10,3,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master Hugh Sugar,Chancellor,Master John Stokys,Commissary-general,John Touker,notary-public,,,1,3/1459,1459/3,1459/3/10
1259,Woky,11,3,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1459,1459/3,1459/3/11
1260,Woky,16,3,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1459,1459/3,1459/3/16
1261,Woky,2,4,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1459,1459/4,1459/4/2
1262,Woky,3,4,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1459,1459/4,1459/4/3
1263,Woky,14,4,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1459,1459/4,1459/4/14
1264,Woky,18,4,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1459,1459/4,1459/4/18
1265,Woky,22,4,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1459,1459/4,1459/4/22
1266,Woky,24,4,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1459,1459/4,1459/4/24
1267,Woky,26,4,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1459,1459/4,1459/4/26
1268,Woky,18,7,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/18
1269,Woky,21,7,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/21
1270,Woky,27,7,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/27
1271,Woky,6,8,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1459,1459/8,1459/8/6
1272,Woky,12,9,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1459,1459/9,1459/9/12
1273,Woky,18,9,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1459,1459/9,1459/9/18
1274,Woky,20,9,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1459,1459/9,1459/9/20
1275,Woky,22,9,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1459,1459/9,1459/9/22
1276,Woky,26,9,1459,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1459,1459/9,1459/9/26
1277,Woky,5,2,1460,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,2/1460,1460/2,1460/2/5
1278,Woky,27,3,1460,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,3/1460,1460/3,1460/3/27
1279,Woky,4,4,1460,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,4/1460,1460/4,1460/4/4
1280,Woky,14,9,1460,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,9/1460,1460/9,1460/9/14
1281,Woky,25,10,1460,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1460,1460/10,1460/10/25
1282,Woky,9,11,1460,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,11/1460,1460/11,1460/11/9
1283,Woky,12,10,1461,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1461,1461/10,1461/10/12
1284,Woky,21,10,1461,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1461,1461/10,1461/10/21
1285,Woky,10,5,1462,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,5/1462,1462/5,1462/5/10
1286,Woky,17,5,1462,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,5/1462,1462/5,1462/5/17
1287,Woky,1,6,1462,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,6/1462,1462/6,1462/6/1
1288,Woky,4,11,1462,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,11/1462,1462/11,1462/11/4
1289,Woky,5,11,1462,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,11/1462,1462/11,1462/11/5
1290,Woky,6,11,1462,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,11/1462,1462/11,1462/11/6
1291,Woky,17,3,1463,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,3/1463,1463/3,1463/3/17
1292,Woky,31,10,1463,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1463,1463/10,1463/10/31
1293,Woky,31,8,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,8/1464,1464/8,1464/8/31
1294,Woky,3,9,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,9/1464,1464/9,1464/9/3
1295,Woky,14,9,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,9/1464,1464/9,1464/9/14
1296,Woky,16,9,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,9/1464,1464/9,1464/9/16
1297,Woky,22,9,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,9/1464,1464/9,1464/9/22
1298,Woky,24,9,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,9/1464,1464/9,1464/9/24
1299,Woky,26,9,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,9/1464,1464/9,1464/9/26
1300,Woky,3,10,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1464,1464/10,1464/10/3
1301,Woky,3,10,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1464,1464/10,1464/10/3
1302,Woky,3,10,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1464,1464/10,1464/10/3
1303,Woky,17,10,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1464,1464/10,1464/10/17
1304,Woky,19,10,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1464,1464/10,1464/10/19
1305,Woky,24,10,1464,,51.2021,-2.702724,Somerset,,,,,,,,,,,,,,,1,10/1464,1464/10,1464/10/24
1306,Woky,13,12,1453,,51.2021,-2.702724,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1453,1453/12,1453/12/13
1307,Woky Chapel,12,4,1448,,51.2093,-2.6906,Somerset,Woky chapel,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1448,1448/4,1448/4/12
1308,Woky Manor,20,9,1445,,51.20854,-2.69132,Somerset,Principal chamber in Woky manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1445,1445/9,1445/9/20
1309,Woky Manor,2,9,1450,,51.20854,-2.69132,Somerset,Woky manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1450,1450/9,1450/9/2
1310,Woky Manor,9,10,1452,,51.20854,-2.69132,Somerset,Woky manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1452,1452/10,1452/10/9
1311,Woky Manor,17,9,1454,,51.20854,-2.69132,Somerset,Chapel in Woky manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/17
1312,Woky Manor,17,4,1459,,51.20854,-2.69132,Somerset,Chapel in Woky manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1459,1459/4,1459/4/17
1313,Woky Manor,28,7,1459,,51.20854,-2.69132,Somerset,Chapel in Woky manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/28
1314,Woky Manor,23,8,1446,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,8/1446,1446/8,1446/8/23
1315,Woky Manor,10,10,1448,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,10/1448,1448/10,1448/10/10
1316,Woky Manor,16,2,1456,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,2/1456,1456/2,1456/2/16
1317,Woky Manor,12,4,1457,,51.20854,-2.69132,Somerset,Tuesday after Palm Sunday,,,,,,,,,,,,,,1,4/1457,1457/4,1457/4/12
1318,Woky Manor,11,3,1458,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,3/1458,1458/3,1458/3/11
1319,Woky Manor,18,9,1445,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,9/1445,1445/9,1445/9/18
1320,Woky Manor,17,12,1446,,51.20854,-2.69132,Somerset,Saturday of the four seasons,,,,,,,,,,,,,,1,12/1446,1446/12,1446/12/17
1321,Woky Manor,18,9,1451,,51.20854,-2.69132,Somerset,Saturday of the four seasons,,,,,,,,,,,,,,1,9/1451,1451/9,1451/9/18
1322,Woky Manor,22,12,1454,,51.20854,-2.69132,Somerset,Ordained acolytes,,,,,,,,,,,,,,1,12/1454,1454/12,1454/12/22
1323,Woky Manor,21,12,1454,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,12/1454,1454/12,1454/12/21
1324,Woky Manor,21,2,1456,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,2/1456,1456/2,1456/2/21
1325,Woky Manor,22,2,1456,,51.20854,-2.69132,Somerset,ordained,,,,,,,,,,,,,,1,2/1456,1456/2,1456/2/22
1326,Woky Manor,28,2,1456,,51.20854,-2.69132,Somerset,ordained,,,,,,,,,,,,,,1,2/1456,1456/2,1456/2/28
1327,Woky Manor,13,3,1456,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,3/1456,1456/3,1456/3/13
1328,Woky Manor,14,3,1456,,51.20854,-2.69132,Somerset,ordained on Passion Sunday,,,,,,,,,,,,,,1,3/1456,1456/3,1456/3/14
1329,Woky Manor,12,3,1457,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,3/1457,1457/3,1457/3/12
1330,Woky Manor,13,3,1457,,51.20854,-2.69132,Somerset,ordained,,,,,,,,,,,,,,1,3/1457,1457/3,1457/3/13
1331,Woky Manor,2,4,1457,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,4/1457,1457/4,1457/4/2
1332,Woky Manor,16,4,1457,,51.20854,-2.69132,Somerset,Holy Saturday,,,,,,,,,,,,,,1,4/1457,1457/4,1457/4/16
1333,Woky Manor,18,3,1458,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,3/1458,1458/3,1458/3/18
1334,Woky Manor,18,2,1459,,51.20854,-2.69132,Somerset,ordained,,,,,,,,,,,,,,1,2/1459,1459/2,1459/2/18
1335,Woky Manor,10,3,1459,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,3/1459,1459/3,1459/3/10
1336,Woky Manor,18,2,1459,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,2/1459,1459/2,1459/2/18
1337,Woky Manor,24,3,1459,,51.20854,-2.69132,Somerset,Holy Saturday,,,,,,,,,,,,,,1,3/1459,1459/3,1459/3/24
1338,Woky Manor,22,9,1459,,51.20854,-2.69132,Somerset,,,,,,,,,,,,,,,1,9/1459,1459/9,1459/9/22
1339,Wolvesey palace,11,10,1449,,51.059061,-1.310023,Hampshire,,p. 127,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1449,1449/10,1449/10/11
1340,Wykeham Manor,24,8,1444,,50.9,-1.19,,Wykham manor,*** p. 14 relook for multiple actors,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1444,1444/8,1444/8/24
1341,Wykeham Manor,24,6,1451,,50.9,-1.19,,,"Transmission to the bishop by Thomas, bishop of London, of letters of John, archbishop of Canterbury …",Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1451,1451/6,1451/6/24
1342,Wykeham Manor,8,1,1453,,50.9,-1.19,,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1453,1453/1,1453/1/8
1343,Wyvelescombe,21,9,1444,,51.03497,-3.313457,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1444,1444/9,1444/9/21
1344,Wyvelescombe,16,9,1448,,51.03497,-3.313457,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1448,1448/9,1448/9/16
1345,Wyvelescombe,18,9,1448,,51.03497,-3.313457,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1448,1448/9,1448/9/18
1346,Wyvelescombe,19,9,1448,,51.03497,-3.313457,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1448,1448/9,1448/9/19
1347,Wyvelescombe,22,9,1448,,51.03497,-3.313457,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,Master Richard Swan,,1,9/1448,1448/9,1448/9/22
1348,Wyvelescombe,11,9,1453,,51.03497,-3.313457,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master Thomas Overay,Bachelor in laws,Sir William Russel,Proctor,Sir Walter Osborn,Canon of Wells,,,1,9/1453,1453/9,1453/9/11
1349,Wyvelescombe,20,9,1453,,51.03497,-3.313457,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1453,1453/9,1453/9/20
